MIS_Status,LoanNr_ChkDgt,Name,City,State,Zip,Bank,BankState,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,DisbursementDate,DisbursementGross,BalanceGross,GrAppv,SBA_Appv,New,RealEstate,Portion,Recession,daysterm,xx
P I F,4994434010,Q-STAR VIDEO #3,EL MONTE,CA,91732,WILSHIRE BANK,CA,532230,15267,2002,300,6,1,0,6,1,1,0,N,15309,497000,0,497000,372750,0,1,0.75,0,9000,24309
CHGOFF,2176935002,"VIABLE VENTURES UNLIMITED, INC",TEMECULA,CA,92592,CAPITAL ONE NATL ASSOC,VA,531311,17149,2007,54,4,1,0,4,0,1,Y,N,17256,127962,0,50000,25000,0,0,0.5,0,1620,18876
CHGOFF,2362985010,"MCGRATH MOVING & STORAGE, INC.",MODESTO,CA,95351,U.S. BANK NATIONAL ASSOCIATION,OH,531130,17254,2007,63,12,1,2,14,0,1,Y,N,17286,85125,0,50000,25000,0,0,0.5,0,1890,19176
P I F,7394764004,LAD ENTERPRISES INC,ELK GROVE,CA,95624,UMPQUA BANK,OR,531120,16190,2004,300,12,1,4,12,1,1,0,N,16222,314300,0,314300,235725,0,1,0.75,0,9000,25222
P I F,5183364003,GARY ELMINOUFI AND ALEX T CAO,REDONDO BEACH,CA,90277,COMERICA BANK,TX,531210,15369,2002,300,2,1,0,2,1,1,0,N,15399,496000,0,496000,372000,0,1,0.75,0,9000,24399
P I F,2452685007,Johnny Urias Metal Detector,SANTA MARIA,CA,93458,BANK OF AMERICA NATL ASSOC,NC,532310,17300,2007,84,1,1,0,1,0,1,Y,N,17317,15382,0,8000,4000,0,0,0.5,0,2520,19837
CHGOFF,3743105002,Peed Equipment Company,PERRIS,CA,92571,EH NATIONAL BANK,CA,532412,18211,2010,300,12,1,0,12,0,1,N,N,18232,1177500,0,1177500,1059750,0,1,0.9,0,9000,27232
P I F,2304705009,"Citizen Enterprises, Inc.",WEST HOLLYWOOD,CA,90069,BANK OF AMERICA NATL ASSOC,NC,531210,17225,2007,84,12,1,0,12,0,1,Y,N,17347,47000,0,35000,17500,0,0,0.5,0,2520,19867
CHGOFF,5499574003,MONTEVAL HOLDINGS INC,LOS ANGELES,CA,90046,BANK OF AMERICA NATL ASSOC,NC,531390,15519,2002,39,1,1,4,1,1,1,T,N,15583,50000,0,50000,25000,0,0,0.5,0,1170,16753
P I F,1022515008,"AMR Appraisals, Inc.",SAN RAMON,CA,94583,BANK OF AMERICA NATL ASSOC,NC,531320,16264,2004,84,4,2,0,0,1,1,Y,N,16314,17500,0,10000,5000,1,0,0.5,0,2520,18834
P I F,3799445009,CENTRAL CALIFORNIA POWER INC,BAKERSFIELD,CA,93263,WELLS FARGO BANK NATL ASSOC,SD,531120,18240,2010,300,2,1,0,2,0,2,N,N,18240,300000,0,300000,225000,0,1,0.75,0,9000,27240
CHGOFF,1532105003,"C'MAJ & ASSOCIATES, INC.",RIVERSIDE,CA,92504,CAPITAL ONE NATL ASSOC,VA,531390,16748,2006,58,5,1,0,5,0,1,Y,N,16801,37695,0,35000,17500,0,0,0.5,0,1740,18541
P I F,6496014009,CLUB SPORTIVA INC,SAN FRANCISCO,CA,94107,COMERICA BANK,TX,532111,15902,2003,120,3,2,3,3,1,1,0,N,16130,340000,0,340000,255000,1,0,0.75,0,3600,19730
CHGOFF,2793605003,"Jaime Bermeo, Inc",LONG BEACH,CA,90803,BANK OF AMERICA NATL ASSOC,NC,531390,17475,2008,36,1,1,0,1,0,1,Y,N,17683,17000,0,17000,8500,0,0,0.5,0,1080,18763
P I F,1629356000,"GENERATOR SERVICES CO., INC.",RANCHO CUCAMONGA,CA,91730,CDC SMALL BUS. FINAN CORP,CA,532490,16897,2006,240,34,1,5,0,1,1,0,N,17029,905000,0,905000,905000,0,1,1,0,7200,24229
P I F,6495264001,NETWORK ALLIANCE REAL ESTATE,SANTA CRUZ,CA,95062,INNOVATIVE BANK,CA,531210,15901,2003,84,1,1,0,1,1,0,0,N,15917,15000,0,15000,12750,0,0,0.85,0,2520,18437
CHGOFF,2613334002,OBJECTS FINE SET DECORATIONS I,LOS ANGELES,CA,90048,NATIONAL BANK OF CALIFORNIA,CA,532490,14228,1999,120,10,1,0,0,1,0,0,N,14275,250000,0,250000,187500,0,0,0.75,1,3600,17875
CHGOFF,1994155001,US Portfolio Services Inc.,SAN DIEGO,CA,92107,U.S. BANK NATIONAL ASSOCIATION,OH,531390,17042,2006,70,2,1,0,2,0,1,Y,N,17044,44581,0,30000,15000,0,0,0.5,0,2100,19144
P I F,5270614004,CALIFORNIA PROPERTIES,TEMECULA,CA,92590,FIRST-CITIZENS BK & TR CO,NC,531210,15412,2002,300,1,1,2,1,1,1,0,N,15460,201000,0,201000,150750,0,1,0.75,0,9000,24460
P I F,8550924001,MEDICAL REAL ESTATE DEVELOPMEN,MENIFEE,CA,92586,CDC SMALL BUS. FINAN CORP,CA,531390,16467,2005,240,5,1,1,0,1,1,0,N,16994,388000,0,388000,388000,0,1,1,0,7200,24194
P I F,3769225001,Meissner Jacquet Real Estate M,San Diego,CA,92121,"READYCAP LENDING, LLC",CA,531312,18221,2010,300,32,1,0,32,0,1,N,N,18291,2000000,0,2000000,1500000,0,1,0.75,0,9000,27291
CHGOFF,2155836004,TOMI REALTY INC,SUNLAND,CA,91040,WELLS FARGO BANK NATL ASSOC,SD,531210,16968,2006,26,1,1,1,2,1,1,Y,N,17652,97836,0,50000,25000,0,0,0.5,0,780,18432
P I F,9230434002,IBEX FINANCIAL NETWORKS,TUSTIN,CA,92782,AURORA BANK FSB,CO,531390,16743,2006,300,4,1,0,4,1,1,0,N,16770,697500,0,697500,523125,0,1,0.75,0,9000,25770
CHGOFF,1239985010,HANMI WORLD CORP.,LOS ANGELES,CA,90036,CAPITAL ONE NATL ASSOC,VA,532230,16517,2005,57,9,1,1,9,1,1,N,N,16556,50000,0,50000,25000,0,0,0.5,0,1710,18266
P I F,6932704001,CROSS ROADS CAR RENTAL,INDIO,CA,92201,FIRST NATL BK OF SOUTHERN CALI,CA,532111,16027,2004,120,4,1,0,0,1,1,N,N,16070,150000,0,150000,127500,0,0,0.85,0,3600,19670
P I F,6132913000,"D.L.R., INC.",CONCORD,CA,94521,WELLS FARGO BANK NATL ASSOC,SD,532230,12414,1994,84,3,1,0,0,1,0,N,N,12449,180000,0,180000,153000,0,0,0.85,0,2520,14969
CHGOFF,2709305005,"BAJA REAL PROPERTY ADVISORS, L",SAN DIEGO,CA,92121,U.S. BANK NATIONAL ASSOCIATION,OH,531311,17428,2007,62,3,1,0,3,0,1,Y,N,17470,40739,0,25000,12500,0,0,0.5,0,1860,19330
CHGOFF,6048414007,MOON BOUNCE MADNESS,SANTA MONICA,CA,90401,BBCN BANK,CA,532292,15729,2003,70,2,1,7,2,1,0,0,N,15736,10000,0,10000,8500,0,0,0.85,1,2100,17836
CHGOFF,2390855003,Ranflo Entertainment,San Diego,CA,92114,UMPQUA BANK,OR,532230,17268,2007,82,1,2,0,1,0,1,N,N,17286,25000,0,25000,21250,1,0,0.85,0,2460,19746
P I F,7629774002,LIBIANO INVESTMENTS INC,HERMOSA BEACH,CA,90254,CALIFORNIA BANK & TRUST,CA,531390,16273,2004,300,3,1,0,3,1,1,0,N,16283,429000,0,429000,321750,0,1,0.75,0,9000,25283
P I F,2373156010,MARIELENA BAUMANN,NEWARK,CA,94560,WELLS FARGO BANK NATL ASSOC,SD,531210,17043,2006,257,2,1,0,2,1,1,0,N,17074,676500,0,716300,537225,0,1,0.75,0,7710,24784
P I F,3341174002,VIDEO CHANNEL AND PERFECT TRAD,LOS ANGELES,CA,90026,COMERICA BANK,TX,532230,14550,2000,120,1,1,2,1,1,1,0,N,14640,200000,0,200000,150000,0,0,0.75,0,3600,18240
P I F,3060466002,MIGUEL FLORES AND JOSE RUVALCA,COVINA,CA,91723,CDC SMALL BUS. FINAN CORP,CA,531210,17479,2008,240,20,1,10,0,1,1,0,N,17547,201000,0,201000,201000,0,1,1,0,7200,24747
P I F,3348006003,RICHARD A STRIBLING,LOS ANGELES,CA,91352,SBA - EDF ENFORCEMENT ACTION,CO,532490,17736,2008,240,1,1,1,0,1,1,0,N,17792,215000,0,215000,215000,0,1,1,0,7200,24992
P I F,3713444002,ODYSSEY VIDEO,MARINA DEL REY,CA,90292,BBCN BANK,CA,532230,14726,2000,120,5,1,0,5,1,1,0,N,14761,250000,0,250000,187500,0,0,0.75,0,3600,18361
P I F,7108164001,WATSON APPRAISAL SERVICES,DANVILLE,CA,94506,CAPITAL ONE NATL ASSOC,VA,531320,16090,2004,84,1,1,0,1,1,1,0,N,16130,35000,0,35000,17500,0,0,0.5,0,2520,18650
P I F,7490004010,MORTGAGE SOLUTION GROUP LLC,SAN JOSE,CA,95102,BAY AREA EMPLOYMENT DEVEL CO,CA,531210,16224,2004,240,11,1,4,0,1,1,0,N,16329,158000,0,425000,425000,0,1,1,0,7200,23529
P I F,6112384006,TMG SOUTH COAST MORTGAGE CORP,ROSSMOOR,CA,92688,BANK OF AMERICA NATL ASSOC,NC,531210,15755,2003,84,1,1,0,0,1,1,Y,N,15795,19100,0,19100,9550,0,0,0.5,0,2520,18315
P I F,1894625003,Svetlana Selyuzhitskaya,ROSEVILLE,CA,95678,U.S. BANK NATIONAL ASSOCIATION,OH,531390,16979,2006,84,2,1,1,3,0,1,Y,N,17044,11975,0,10000,5000,0,0,0.5,0,2520,19564
P I F,6988134006,MELODIA,LOS ANGELES,CA,90046,BANK OF AMERICA NATL ASSOC,NC,532230,16042,2004,84,5,1,2,5,1,1,Y,N,16344,62126,0,30000,15000,0,0,0.5,0,2520,18864
CHGOFF,1725335009,"ANGUIANO & ASSOCIATES, A REAL",DOWNEY,CA,90241,CAPITAL ONE NATL ASSOC,VA,531210,16882,2006,29,31,1,6,31,0,1,Y,N,16921,133736,0,50000,25000,0,0,0.5,1,870,17791
P I F,4425524002,RE/MAX SOUTH COUNTY-LAKESIDE,ALISO VIEJO,CA,92656,SOUTHLAND ECONOMIC DEVEL CORP,CA,531210,15071,2001,240,600,1,40,0,69149,1,N,N,15475,1000000,0,1000000,1000000,0,1,1,0,7200,22675
CHGOFF,2641365004,CORINTHIAN REALTY,UNION CITY,CA,94587,U.S. BANK NATIONAL ASSOCIATION,OH,531390,17394,2007,53,4,1,1,5,0,1,Y,N,17439,109550,0,50000,25000,0,0,0.5,0,1590,19029
CHGOFF,2452336003,ADVANTAGE VALUATION INC,SAN DIEGO,CA,92109,U.S. BANK NATIONAL ASSOCIATION,OH,531320,17076,2007,287,6,1,0,6,1,1,0,N,17135,658000,0,658000,493500,0,1,0.75,0,8610,25745
P I F,3707624001,HOME CARE SERVICE SPECIALIST I,GLENDALE,CA,91203,U.S. BANK NATIONAL ASSOCIATION,CA,532490,14721,2000,240,13,1,0,0,1,1,N,N,14761,574000,0,574000,430500,0,1,0.75,0,7200,21961
P I F,3483623005,"ON LINE VIDEO, INC",BRAWLEY,CA,92227,BANK OF AMERICA CALIFORNIA N.A,CA,532230,10791,1989,240,16,1,0,0,0,0,N,N,10988,171000,0,171000,128250,0,1,0.75,0,7200,18188
CHGOFF,2584876003,THE WCSL CORPORATION,MODESTO,CA,95358,MUFG UNION BANK NATL ASSOC,CA,532490,17150,2007,27,5,1,0,5,1,1,Y,N,17166,135600,0,50000,25000,0,0,0.5,1,810,17976
CHGOFF,7273104009,XOCHITL ESCOBEDO,SALINAS,CA,93901,"RABOBANK, NATIONAL ASSOCIATION",CA,531210,16147,2004,216,3,1,0,3,1,1,0,N,16191,472500,0,472500,354375,0,0,0.75,0,6480,22671
CHGOFF,2812905006,VICTORIA LYNN RENFROW  DBA  RE,DISCOVERY BAY,CA,94505,CAPITAL ONE NATL ASSOC,VA,531210,17485,2008,65,1,1,0,1,0,1,N,N,17531,50000,0,50000,25000,0,0,0.5,0,1950,19481
P I F,7119074004,PACIFIC WEST ASSET MANAGEMENT,COSTA MESA,CA,92626,CDC SMALL BUS. FINAN CORP,CA,531210,16093,2004,240,34,1,14,0,1,1,0,N,16294,589000,0,589000,589000,0,1,1,0,7200,23494
CHGOFF,2430275001,Maureen Decena Aquino,DUBLIN,CA,94568,BANK OF AMERICA NATL ASSOC,NC,531210,17288,2007,68,1,1,0,1,0,1,Y,N,17317,10000,0,10000,5000,0,0,0.5,0,2040,19357
CHGOFF,2311324004,OLYMPIC VIDEO & 1 HOUR PHOTO,LOS ANGELES,CA,90020,BANK OF AMERICA CALIFORNIA N.A,CA,532230,14131,1998,12,2,1,0,0,1,0,Y,N,14244,25000,0,25000,12500,0,0,0.5,0,360,14604
P I F,9133424008,AMERICAN NATIONAL INVESTMENTS,SAN DIEGO,CA,92103,WELLS FARGO BANK NATL ASSOC,SD,531210,16708,2005,96,35,1,0,0,1,1,0,Y,16801,125000,0,125000,106250,0,0,0.85,0,2880,19681
P I F,5686824001,RESPIRATORY THERAPY HOME CARE,BELLFLOWER,CA,90706,OPUS BANK,CA,532291,15595,2002,300,8,1,0,8,1,1,0,N,15644,739500,0,739500,554625,0,1,0.75,0,9000,24644
CHGOFF,2227115004,Opaane Video,LOS ANGELES,CA,90020,BBCN BANK,CA,532230,17184,2007,47,1,1,1,1,0,1,N,N,17197,15000,0,15000,12750,0,0,0.85,0,1410,18607
CHGOFF,2672275004,"LOU ANDREW MANAGEMENT, INC.",SANTA PAULA,CA,93060,U.S. BANK NATIONAL ASSOCIATION,OH,531311,17408,2007,53,2,1,1,3,0,1,Y,N,17439,59667,0,25000,12500,0,0,0.5,0,1590,19029
P I F,2293315003,Liliana A. Ortiz dba Ortiz Con,SAN JOSE,CA,95111,BANK OF AMERICA NATL ASSOC,NC,531390,17219,2007,84,3,2,0,3,0,1,Y,N,17256,5000,0,5000,2500,1,0,0.5,0,2520,19776
P I F,4677354006,ILLUMINATION DYNAMICS INC,PACOIMA,CA,91350,COMERICA BANK,TX,532490,15172,2001,123,12,2,4,12,1,1,0,N,15248,862500,0,862500,646875,1,0,0.75,0,3690,18938
P I F,5942573002,PCR PERSONAL COMPUTER RENTALS,RIVERSIDE,CA,92507,LOANS FROM OLD CLOSED LENDERS,DC,532420,12312,1993,300,6,1,0,0,1,0,N,N,12449,200000,0,216000,162000,0,1,0.75,0,9000,21449
CHGOFF,9136334000,C & C HOME LOANS & REALTY,CHULA VISTA,CA,91915,AURORA BANK FSB,CO,531390,16708,2005,272,2,1,2,2,1,1,0,N,16740,550800,0,550800,413100,0,1,0.75,0,8160,24900
P I F,1775436009,HENRY SUAREZ REALTOR,GLENDALE,CA,91208,U.S. BANK NATIONAL ASSOCIATION,OH,531210,16908,2006,300,8,1,4,4,1,1,0,N,16921,990000,0,990000,742500,0,1,0.75,0,9000,25921
P I F,5837774008,PR SPINK INCORPORATED,ONTARIO,CA,91761,BANK OF AMERICA NATL ASSOC,NC,532111,15649,2003,84,30,1,0,30,1,1,Y,N,15764,50000,0,50000,25000,0,0,0.5,0,2520,18284
CHGOFF,6127744010,ACCURATE ENERGY SERVICES,MONROVIA,CA,91016,CALIFORNIA STATEWIDE CERT. DEV,CA,531320,15761,2003,240,12,1,4,0,1,1,0,N,16084,366000,0,366000,366000,0,1,1,0,7200,23284
CHGOFF,9178674006,ATREND REAL ESTATE,MODESTO,CA,95356,MUFG UNION BANK NATL ASSOC,CA,531210,16727,2006,55,5,2,0,0,1,1,Y,N,16740,29685,0,15000,7500,1,0,0.5,0,1650,18390
P I F,7889943005,VIDEO TYME,VENTURA,CA,93001,"RABOBANK, NATIONAL ASSOCIATION",CA,532230,12761,1995,84,35,1,0,0,1,0,N,N,12814,100000,0,100000,90000,0,0,0.9,0,2520,15334
CHGOFF,6549214004,RINO AMUSEMENT,OCEANSIDE,CA,92054,COMMUNITY W. BANK NATL ASSOC,CA,532299,15918,2003,120,2,1,0,2,1,1,0,N,15978,167000,0,167000,125250,0,0,0.75,0,3600,19578
P I F,3539624001,VIDEO WORLD OF ALPINE,ALPINE,CA,91901,CDC SMALL BUS. FINAN CORP,CA,532230,14627,2000,240,2,1,6,6,1,1,N,N,14775,180000,0,180000,180000,0,1,1,0,7200,21975
P I F,4957284003,DEJ FAMILY LIMITED PARTNERSHIP,RANCHO DOMINGUEZ,CA,90221,LOS ANGELES CNTY SMALL BUS. DE,CA,532210,15246,2001,240,60,1,130,70,1,1,N,N,15384,954000,0,981000,981000,0,1,1,0,7200,22584
CHGOFF,2710435006,West Coast Real Estate & Excha,SIMI VALLEY,CA,93063,BANK OF AMERICA NATL ASSOC,NC,531210,17429,2007,61,6,1,0,6,0,1,Y,N,17439,24666,0,16500,8250,0,0,0.5,0,1830,19269
CHGOFF,2167724000,VIDEO SUPER SHOP,VENTURA (CORPORATE NAME SAN BU,CA,93003,COMMUNITY W. BANK NATL ASSOC,CA,532230,14060,1998,120,6,1,0,0,1,0,0,N,14152,105000,0,105000,78750,0,0,0.75,1,3600,17752
P I F,2273716004,SUPER VIDEO,NORTHRIDGE,CA,91324,BBCN BANK,CA,532230,17010,2006,60,2,1,0,2,1,1,0,N,17074,104000,0,104000,41600,0,0,0.4,0,1800,18874
P I F,1918846001,SUCCESS ONE FINANCIAL,FAIRFIELD,CA,94585,MORTGAGE CAP. DEVEL CORP,CA,531210,16924,2006,240,9,1,2,0,1,1,0,N,17029,404000,0,404000,404000,0,1,1,0,7200,24229
CHGOFF,2712325001,SIERRA PROPERTY MANAGEMENT,CHICO,CA,95926,U.S. BANK NATIONAL ASSOCIATION,OH,531311,17429,2007,84,1,1,0,1,0,1,Y,N,17683,61401,0,50000,25000,0,0,0.5,0,2520,20203
P I F,5436223010,THE VIDEO GIANT,FOUNTAIN VALLEY,CA,92708,BBCN BANK,CA,532230,12060,1993,120,16,1,0,0,1,0,N,N,12084,155000,0,155000,139500,0,0,0.9,0,3600,15684
P I F,3396494001,VIDEO MARKET,LOS ANGELES,CA,90026,MUFG UNION BANK NATL ASSOC,CA,532230,14566,2000,300,18,1,0,0,1,1,N,N,14609,255000,0,255000,191250,0,1,0.75,0,9000,23609
CHGOFF,2602396006,LYNWOOD CAPITAL & DEVELOPMENT,CORONA,CA,92880,"CITIBANK, N.A.",SD,531210,17162,2007,66,1,1,3,1,1,1,Y,N,17197,65200,0,28000,14000,0,0,0.5,0,1980,19177
P I F,3692764004,ESCROW TRANSFERS INC,CARLSBAD,CA,92008,COMERICA BANK,TX,531210,14713,2000,306,13,1,12,13,1,1,0,N,14853,1000000,0,1000000,750000,0,1,0.75,0,9180,24033
P I F,6597584004,"COMMUNITY REAL ESTATE CENTER,",STOCKTON,CA,95207,SBA DENVER FINANCE CENTER,CO,531210,15932,2003,240,70,1,15,0,1,1,0,N,16203,768000,0,768000,768000,0,1,1,0,7200,23403
P I F,6257654005,RE / MAX ALL PRO,PALMDALE,CA,93551,CALIFORNIA STATEWIDE CERT. DEV,CA,531210,15813,2003,240,65,1,32,0,68060,1,0,N,16084,372000,0,372000,372000,0,1,1,0,7200,23284
CHGOFF,3205104009,ITS MOVIE TIME,PISMO BEACH (PISMO),CA,93449,MUFG UNION BANK NATL ASSOC,CA,532230,14514,1999,56,1,1,3,1,1,1,0,N,14548,95000,0,95000,76000,0,0,0.8,0,1680,16228
P I F,6062514009,SYN-MAR ASSOCIATES,ANAHEIM,CA,92807,CDC SMALL BUS. FINAN CORP,CA,531320,15735,2003,240,12,1,10,12,1,1,N,N,15930,657000,0,657000,657000,0,1,1,0,7200,23130
P I F,2707095010,"JEFF CAIN, PLLC",SAN DIEGO,CA,92129,U.S. BANK NATIONAL ASSOCIATION,OH,531210,17427,2007,84,2,1,0,2,0,1,Y,N,17470,110010,0,36000,18000,0,0,0.5,0,2520,19990
CHGOFF,3331915002,VIDEO 2000,SAN JOSE,CA,95127,BBCN BANK,CA,532230,17959,2009,73,2,1,0,2,0,1,N,N,17987,25000,0,25000,21250,0,0,0.85,0,2190,20177
P I F,7095884005,DAVID D WESTCOTT MAI,SAN DIEGO,CA,92101,CALIFORNIA BANK & TRUST,CA,531320,16085,2004,28,1,1,0,1,1,1,Y,N,16101,10422,0,10000,5000,0,0,0.5,0,840,16941
P I F,1793745005,"Sonja Marie Simmons, Inc.",EARLIMART,CA,93219,BANK OF THE SIERRA,CA,531190,16919,2006,84,2,1,1,2,0,2,Y,N,16952,50000,0,50000,42500,0,0,0.85,0,2520,19472
CHGOFF,2673136006,CREDIT CAPITAL HOME LOANS & IN,RANCHO CUCAMONGA,CA,91701,JPMORGAN CHASE BANK NATL ASSOC,IL,531390,17211,2007,55,3,2,2,3,1,2,Y,N,17225,153897,0,45000,22500,1,0,0.5,0,1650,18875
P I F,5502374004,CENTURY 21 BACHELOR & ASSOCIAT,MURRIETA,CA,92562,ALTAPACIFIC BANK,CA,531210,15522,2002,84,11,2,0,0,15710,1,0,Y,15583,150000,0,150000,127500,1,0,0.85,0,2520,18103
P I F,3886835006,Prime Association Services Inc,San clemente,CA,92673,WELLS FARGO BANK NATL ASSOC,SD,531311,18296,2010,60,13,1,8,5,0,1,N,N,18353,100000,0,100000,50000,0,0,0.5,0,1800,20153
P I F,3750064005,SKYLIFT RENTALS,LOS ANGELES,CA,90031,HANMI BANK,CA,532490,14749,2000,300,9,1,0,9,1,1,0,N,14791,675000,0,675000,506250,0,1,0.75,0,9000,23791
P I F,1544125006,"JCC Investments, LLC",LAGUNA HILLS,CA,92653,BANK OF AMERICA NATL ASSOC,NC,531390,16757,2006,60,7,1,1,7,0,1,Y,N,16891,40000,0,40000,20000,0,0,0.5,0,1800,18691
CHGOFF,2280915007,Parkside Postal,SAN FRANCISCO,CA,94116,BBCN BANK,CA,532299,17212,2007,84,1,2,1,0,0,1,N,N,17225,10000,0,10000,8500,1,0,0.85,0,2520,19745
CHGOFF,2588915003,"CBDR Investments, Inc",FONTANA,CA,92335,CALIFORNIA BANK & TRUST,CA,531210,17370,2007,71,6,1,0,6,0,1,Y,N,17378,100000,0,100000,50000,0,0,0.5,0,2130,19508
P I F,1836605010,Advance Equipments Holdings Co,VISALIA,CA,93292,CENTRAL VALLEY COMMUNITY BANK,CA,532490,16945,2006,32,1,2,4,5,0,1,Y,N,17105,100000,0,100000,85000,1,0,0.85,1,960,18065
P I F,7984583002,STEVEN OH AJAX RENT A CAR,LOS ANGELES,CA,90006,HANMI BANK,CA,532111,12796,1995,60,6,1,0,0,1,0,N,Y,12814,100000,0,100000,90000,0,0,0.9,0,1800,14614
CHGOFF,2676005001,JOONSUNG CHANG DBA NOW ON DVD,CARSON,CA,90745,CAPITAL ONE NATL ASSOC,VA,532230,17413,2007,61,0,1,0,0,0,1,Y,N,17439,128478,0,50000,25000,0,0,0.5,0,1830,19269
P I F,9147674003,RAGTIME RENTALS INC,LOS ANGELES,CA,90038,CDC SMALL BUS. FINAN CORP,CA,532490,16714,2006,240,11,1,5,0,1,1,0,N,16903,330000,0,330000,330000,0,1,1,0,7200,24103
P I F,9429914001,BLUE WATER PARTY RENTALS,SOUTH SAN FRANCISCO,CA,94080,FIRST NATL BK OF NORTHERN CALI,CA,532299,16783,2006,84,10,1,5,10,1,1,0,N,16832,257000,0,257000,192750,0,0,0.75,0,2520,19352
P I F,7705564001,TIG ENTERPRISES LLC,CITY OF INDUSTRY (INDUSTRY),CA,91745,"CITIBANK, N.A.",SD,531311,16300,2004,84,2,1,0,2,1,1,Y,N,16526,45000,0,40000,20000,0,0,0.5,0,2520,19046
P I F,5781364003,BETTER HEALTH MANAGEMENT,NORTH HOLLYWOOD,CA,91606,WELLS FARGO BANK NATL ASSOC,SD,532490,15629,2003,29,2,1,0,0,1,1,0,N,15736,15000,0,15000,7500,0,0,0.5,0,870,16606
CHGOFF,1846605003,"JAMES R. WICK REALTY, INC.",MOORPARK,CA,93021,CAPITAL ONE NATL ASSOC,VA,531210,16952,2006,58,2,1,1,2,0,1,N,N,16982,50000,0,50000,25000,0,0,0.5,0,1740,18722
CHGOFF,6444654000,CRANIAL THERAPIES INC,NORTH HOLLYWOOD,CA,90068,WELLS FARGO BANK NATL ASSOC,SD,532291,15882,2003,6,4,1,3,4,1,1,T,N,15917,155000,0,100000,50000,0,0,0.5,0,180,16097
P I F,7291514007,HAROLD KENNETH FRITZ JR,LOS ANGELES,CA,91352,CALIFORNIA STATEWIDE CERT. DEV,CA,532112,16153,2004,240,2,1,6,0,1,1,0,N,16294,721000,0,721000,721000,0,1,1,0,7200,23494
P I F,6370044001,ALLIE'S PARTY EQUIPMENT RENTAL,SAN MARCOS,CA,92069,"CITIBANK, N.A.",CA,532299,15858,2003,60,30,1,8,30,1,1,0,N,15948,150000,0,150000,75000,0,0,0.5,1,1800,17748
CHGOFF,7604654005,MARIN 1 REAL ESTATE & INV SVCS,SAN RAFAEL,CA,94901,WELLS FARGO BANK NATL ASSOC,SD,531210,16265,2004,22,10,1,5,15,1,1,Y,N,16314,226268,0,70000,35000,0,0,0.5,0,660,16974
P I F,4193835008,"Hanley Investment Group, Inc.",Irvine,CA,92618,CITY NATIONAL BANK,CA,531210,18479,2010,84,10,1,0,10,0,1,Y,N,18479,250000,0,250000,125000,0,0,0.5,0,2520,20999
P I F,2801995005,SUZAN J RUSSELL,SAN JOSE,CA,95123,WELLS FARGO BANK NATL ASSOC,SD,531311,17478,2008,84,1,2,0,0,0,1,Y,N,17897,15000,0,15000,7500,1,0,0.5,0,2520,20417
P I F,7589934007,WEN HUA REALTOR INC,SAN GABRIEL,CA,91776,BANK OF AMERICA NATL ASSOC,NC,531210,16260,2004,84,4,1,3,1,1,1,Y,N,16467,20000,0,10000,5000,0,0,0.5,0,2520,18987
CHGOFF,2231945009,Neuhausen & Associates,WINNETKA,CA,91306,BBCN BANK,CA,531210,17188,2007,34,2,1,2,2,0,1,N,N,17197,15000,0,15000,12750,0,0,0.85,0,1020,18217
P I F,2031824007,MORRIS / ONE STOP,STOCKTON,CA,95201,BANK OF STOCKTON,CA,532111,14003,1998,84,21,2,0,0,1,0,0,Y,14060,100000,0,100000,80000,1,0,0.8,0,2520,16580
P I F,7810194010,SHEPHERD REALTY GROUP,RIVERSIDE,CA,92506,CDC SMALL BUS. FINAN CORP,CA,531210,16330,2004,240,20,1,5,20,1,1,0,N,17057,665000,0,665000,665000,0,1,1,0,7200,24257
CHGOFF,1018975003,"SOUTHLAND MGT., CO.",SANTA ANA,CA,92704,BANK OF AMERICA NATL ASSOC,NC,531390,16252,2004,22,5,1,0,0,1,1,N,N,16283,50000,0,50000,25000,0,0,0.5,0,660,16943
P I F,8572713002,SUBWAY,THOUSAND OAKS,CA,91362,WELLS FARGO BANK NATL ASSOC,SD,533110,13002,1995,120,13,1,0,0,78760,0,N,Y,13087,100000,0,100000,90000,0,0,0.9,0,3600,16687
P I F,2603856004,CAPITAL LOAN SPECIALISTS INC R,TORRANCE,CA,90505,SBA - EDF ENFORCEMENT ACTION,CO,531390,17163,2007,240,20,1,3,20,1,1,0,N,17239,1491000,0,1491000,1491000,0,1,1,0,7200,24439
P I F,9925643006,TAHOE MOTION PICTURE RENTALS,SUN VALLEY,CA,91352,CITY NATIONAL BANK,CA,532120,13542,1997,120,3,1,0,0,1,0,0,N,13665,251150,0,500000,375000,0,0,0.75,0,3600,17265
CHGOFF,2318865001,MOHUN AND ASSOCIATES REALTY CO,TRUCKEE,CA,96161,CAPITAL ONE NATL ASSOC,VA,531390,17233,2007,55,5,1,1,5,0,1,N,N,17256,100000,0,100000,50000,0,0,0.5,0,1650,18906
CHGOFF,2865616002,HORIZON LENDING,COSTA MESA,CA,92626,MUFG UNION BANK NATL ASSOC,CA,531210,17339,2007,84,35,2,0,35,1,1,Y,N,17439,24939,0,10000,5000,1,0,0.5,0,2520,19959
